City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Hami,CN,2021-10-06 14:12:13,42.8,93.45,62.6,22,66,7.34
294,Guerrero Negro,MX,2021-10-06 14:12:14,27.9769,-114.0611,68.63,77,0,13.89
295,Porbandar,IN,2021-10-06 14:12:14,21.6422,69.6093,84.56,74,31,12.06
296,Margherita,IN,2021-10-06 14:12:14,27.2833,95.6833,75.45,90,0,2.28
297,Buraydah,SA,2021-10-06 14:09:07,26.326,43.975,98.76,11,0,6.76
298,Crisan,RO,2021-10-06 14:12:15,44.9667,29.4667,59.59,61,100,15.3
299,Xai-Xai,MZ,2021-10-06 14:12:15,-25.0519,33.6442,75.34,70,39,14.2
300,Katsuura,JP,2021-10-06 14:12:15,35.1333,140.3,71.19,78,99,14.05
301,Steinbach,DE,2021-10-06 14:12:15,50.1667,8.5667,57.58,80,75,9.22
302,Eskisehir,TR,2021-10-06 14:08:52,39.7767,30.5206,62.51,39,20,4.61
303,Kloulklubed,PW,2021-10-06 14:12:16,7.0419,134.2556,82.9,73,100,15.61
304,Goderich,CA,2021-10-06 14:12:16,43.7501,-81.7165,64.9,82,0,8.19
305,Aldergrove,CA,2021-10-06 14:12:16,49.058,-122.4709,50.0,92,100,1.43
306,Marfino,RU,2021-10-06 14:12:17,55.7028,37.3822,53.85,43,0,8.95
307,Ardakan,IR,2021-10-06 14:12:17,32.31,54.0175,88.47,12,0,5.37
308,Esperance,AU,2021-10-06 14:12:17,-33.8667,121.9,50.72,65,9,4.85
309,Deputatskiy,RU,2021-10-06 14:12:18,69.3,139.9,20.43,88,100,9.78
310,Veraval,IN,2021-10-06 14:12:18,20.9,70.3667,83.71,81,100,11.61
311,Wajid,SO,2021-10-06 14:12:18,3.8093,43.2471,92.3,30,95,16.58
312,Chute-Aux-Outardes,CA,2021-10-06 14:12:18,49.1168,-68.399,55.58,68,42,7.72
313,Pinotepa Nacional,MX,2021-10-06 14:12:19,16.3167,-98.0167,76.28,89,58,3.15
314,Aksha,RU,2021-10-06 14:12:19,50.2814,113.2867,40.98,74,98,3.49
315,Zlobin,HR,2021-10-06 14:12:19,45.2924,14.6541,55.38,91,75,6.91
316,Cayenne,GF,2021-10-06 14:12:19,4.9333,-52.3333,87.84,78,20,1.99
317,Charters Towers,AU,2021-10-06 14:12:20,-20.1,146.2667,69.94,87,22,12.64
318,Madimba,TZ,2021-10-06 14:12:20,-10.4,40.3333,81.39,63,24,8.61
319,Severnyy,RU,2021-10-06 14:12:20,50.677,36.5532,50.04,34,0,15.66
320,Saint Anthony,US,2021-10-06 14:12:21,45.0205,-93.218,61.75,92,1,1.01
321,Lompoc,US,2021-10-06 14:12:21,34.6391,-120.4579,60.57,91,90,0.0
322,Rio Grande,BR,2021-10-06 14:12:21,-32.035,-52.0986,71.94,65,49,2.82
323,Loubomo,CG,2021-10-06 14:12:21,-4.1997,12.6739,85.89,50,100,4.29
324,Moose Factory,CA,2021-10-06 14:12:22,51.2585,-80.6094,56.75,77,100,6.51
325,Gasa,PS,2021-10-06 14:10:11,31.5,34.4667,80.58,48,0,13.71
326,Aklavik,CA,2021-10-06 14:12:22,68.2191,-135.0107,22.41,87,100,5.73
327,North Bend,US,2021-10-06 14:12:22,43.4065,-124.2243,49.86,99,90,9.22
328,Coquimbo,CL,2021-10-06 14:12:22,-29.9533,-71.3436,55.13,82,90,6.91
329,Riohacha,CO,2021-10-06 14:12:23,11.5444,-72.9072,86.49,68,100,17.52
330,Elk Point,US,2021-10-06 14:12:23,42.6833,-96.6836,59.18,84,0,8.66
331,Ranong,TH,2021-10-06 14:12:23,9.9658,98.6348,77.94,89,100,13.49
332,Dingle,PH,2021-10-06 14:12:24,10.9995,122.6711,76.6,88,100,1.97
333,Matara,LK,2021-10-06 14:12:24,5.9485,80.5353,78.6,88,26,8.97
334,Miraflores,MX,2021-10-06 14:12:24,19.2167,-98.8083,59.04,90,38,3.38
335,Yinchuan,CN,2021-10-06 14:08:40,38.4681,106.2731,57.79,55,15,5.73
336,Port Pirie,AU,2021-10-06 14:12:24,-33.1833,138.0167,57.29,81,70,13.65
337,Pangnirtung,CA,2021-10-06 14:12:25,66.1451,-65.7125,41.59,55,100,10.96
338,Mahon,ES,2021-10-06 14:12:25,39.8885,4.2658,68.56,60,20,21.85
339,Bairiki,KI,2021-10-06 14:12:25,1.3292,172.9752,80.6,78,40,6.91
340,Comrie,GB,2021-10-06 14:12:25,56.3791,-3.9949,56.89,66,95,4.99
341,Athabasca,CA,2021-10-06 14:12:26,54.7169,-113.2854,38.14,63,100,4.94
342,Fare,PF,2021-10-06 14:12:26,-16.7,-151.0167,77.79,67,3,11.54
343,Jasper,US,2021-10-06 14:12:26,37.2001,-94.3502,62.53,95,90,4.61
344,Genhe,CN,2021-10-06 14:12:27,50.7833,121.5167,34.83,81,100,3.96
345,Nurota,UZ,2021-10-06 14:12:27,40.5614,65.6886,55.49,24,7,17.27
346,Gorontalo,ID,2021-10-06 14:12:27,0.5412,123.0595,75.27,89,30,3.04
347,Oranjemund,NA,2021-10-06 14:12:27,-28.55,16.4333,66.78,49,0,10.87
348,Grand Gaube,MU,2021-10-06 14:12:28,-20.0064,57.6608,74.37,73,23,4.0
349,Gaoual,GN,2021-10-06 14:12:28,11.75,-13.2,92.59,52,26,2.77
350,Road Town,VG,2021-10-06 14:09:31,18.4167,-64.6167,87.89,71,58,19.17
351,Touros,BR,2021-10-06 14:12:28,-5.1989,-35.4608,88.7,57,100,17.18
352,Marystown,CA,2021-10-06 14:12:28,47.1666,-55.1483,56.86,100,42,8.01
353,Saint-Avertin,FR,2021-10-06 14:12:29,47.3636,0.7399,62.78,58,75,9.22
354,Kirzhach,RU,2021-10-06 14:12:29,56.15,38.8667,46.9,66,26,4.25
355,Paranaiba,BR,2021-10-06 14:12:29,-19.6772,-51.1908,91.09,40,73,5.66
356,Keti Bandar,PK,2021-10-06 14:12:30,24.1447,67.4497,81.9,74,10,8.48
357,Chulman,RU,2021-10-06 14:12:30,56.8479,124.9104,22.87,89,95,3.0
358,Brufut,GM,2021-10-06 14:12:30,13.3814,-16.7518,85.35,60,99,2.98
359,Yatou,CN,2021-10-06 14:12:30,37.15,122.3833,60.94,86,98,12.37
360,High Level,CA,2021-10-06 14:12:31,58.5169,-117.136,34.97,97,100,4.61
361,Bilma,NE,2021-10-06 14:12:31,18.6853,12.9164,95.97,9,0,2.68
362,Walvis Bay,NA,2021-10-06 14:12:31,-22.9575,14.5053,57.09,53,36,14.7
363,Kampot,KH,2021-10-06 14:12:31,10.6167,104.1833,75.25,90,100,3.87
364,Arcata,US,2021-10-06 14:12:32,40.8665,-124.0828,49.68,97,1,4.61
365,Westport,US,2021-10-06 14:12:32,41.1415,-73.3579,65.91,84,90,3.0
366,Fort Saint James,CA,2021-10-06 14:12:32,54.4333,-124.25,32.47,99,100,2.24
367,Whitehorse,CA,2021-10-06 14:12:32,60.7161,-135.0538,21.31,85,12,4.0
368,Raudeberg,NO,2021-10-06 14:12:33,61.9875,5.1352,56.19,85,100,9.57
369,Great Falls,US,2021-10-06 14:12:33,47.5002,-111.3008,71.42,31,40,1.01
370,Nuuk,GL,2021-10-06 14:12:33,64.1835,-51.7216,38.01,70,75,8.05
371,Storforshei,NO,2021-10-06 14:12:34,66.4043,14.5233,49.78,87,0,2.3
372,Skjervoy,NO,2021-10-06 14:12:34,70.0311,20.9714,46.4,78,100,12.37
373,Djambala,CG,2021-10-06 14:12:34,-2.5447,14.7533,78.6,66,100,1.52
374,Morros,BR,2021-10-06 14:12:34,-9.4467,-46.3003,97.88,18,96,8.48
375,Borogontsy,RU,2021-10-06 14:12:35,62.6683,131.1683,30.54,87,87,5.99
376,Ostrovnoy,RU,2021-10-06 14:12:35,68.0531,39.5131,49.95,84,100,23.47
377,Port Hardy,CA,2021-10-06 14:12:35,50.6996,-127.4199,45.93,91,100,3.71
378,Acapulco,MX,2021-10-06 14:10:31,16.8634,-99.8901,78.62,78,40,5.75
379,Berdigestyakh,RU,2021-10-06 14:12:35,62.0989,126.6992,29.95,92,75,6.76
380,Banda Aceh,ID,2021-10-06 14:12:36,5.5577,95.3222,79.47,81,100,7.92
381,Munirabad,IN,2021-10-06 14:12:36,15.3333,76.3333,78.73,80,84,8.9
382,Havelock,US,2021-10-06 14:12:36,34.8791,-76.9013,78.78,87,100,5.99
383,Nizwa,OM,2021-10-06 14:12:37,22.9333,57.5333,91.53,32,0,3.8
384,Brownwood,US,2021-10-06 14:08:46,31.7093,-98.9912,67.77,88,90,0.0
385,Padang,ID,2021-10-06 14:12:37,-0.9492,100.3543,78.85,84,53,1.7
386,Sharjah,AE,2021-10-06 14:12:37,25.3573,55.4033,93.54,58,0,8.05
387,Te Anau,NZ,2021-10-06 14:12:38,-45.4167,167.7167,43.61,94,30,0.83
388,Hambantota,LK,2021-10-06 14:12:38,6.1241,81.1185,80.71,82,61,16.08
389,Tahta,EG,2021-10-06 14:12:38,26.7693,31.5021,88.34,19,0,17.49
390,Norden,DE,2021-10-06 14:12:38,53.6,7.2,58.98,74,70,8.7
391,Shimoda,JP,2021-10-06 14:12:39,34.6667,138.95,68.11,86,95,13.31
392,Soderhamn,SE,2021-10-06 14:12:39,61.3037,17.0592,58.73,96,100,10.07
393,Peniche,PT,2021-10-06 14:12:39,39.3558,-9.3811,86.74,67,0,12.08
394,Caravelas,BR,2021-10-06 14:12:40,-17.7125,-39.2481,82.29,61,55,7.78
395,Goure,NE,2021-10-06 14:12:40,13.9835,10.2704,100.02,12,100,10.47
396,Karaidel,RU,2021-10-06 14:12:40,55.8337,56.9069,38.44,80,83,3.89
397,Vidin,BG,2021-10-06 14:12:40,43.99,22.8725,62.65,33,97,16.87
398,Shasta Lake,US,2021-10-06 14:12:41,40.6804,-122.3708,61.16,57,100,2.48
399,Shizunai,JP,2021-10-06 14:11:25,42.3339,142.3669,51.35,67,93,9.78
400,Sao Filipe,CV,2021-10-06 14:12:41,14.8961,-24.4956,81.12,67,25,12.95
401,Simao,CN,2021-10-06 14:12:41,22.7886,100.9748,68.99,79,99,2.42
402,Tautira,PF,2021-10-06 14:12:41,-17.7333,-149.15,71.62,78,18,10.0
403,Kadaya,RU,2021-10-06 14:12:16,50.9327,119.2911,39.74,80,100,8.16
404,Kahului,US,2021-10-06 14:12:42,20.8947,-156.47,75.22,83,1,13.8
405,Nalut,LY,2021-10-06 14:12:42,30.3333,10.85,91.74,15,0,8.61
406,Strezhevoy,RU,2021-10-06 14:12:42,60.7333,77.5889,35.58,93,73,8.59
407,Baruun-Urt,MN,2021-10-06 14:12:43,46.6806,113.2792,42.04,48,5,8.16
408,Rio Claro,BR,2021-10-06 14:12:43,-22.4114,-47.5614,86.79,50,4,3.33
409,Bud,US,2021-10-06 14:12:43,39.447,-86.1758,68.25,91,100,6.62
410,Rawson,AR,2021-10-06 14:08:07,-43.3002,-65.1023,51.1,30,0,7.85
411,Leshukonskoye,RU,2021-10-06 14:12:43,64.8989,45.7622,48.11,72,100,11.05
412,Alta Floresta,BR,2021-10-06 14:12:44,-9.8756,-56.0861,92.84,43,60,2.19
413,Westlock,CA,2021-10-06 14:12:44,54.1502,-113.8688,37.35,63,100,6.8
414,Lagunillas,VE,2021-10-06 14:12:44,10.1301,-71.2595,85.57,71,100,10.56
415,Alberton,CA,2021-10-06 14:12:45,46.8168,-64.0654,57.94,63,47,12.44
416,Gualeguay,AR,2021-10-06 14:12:45,-33.1416,-59.3097,64.31,55,0,15.5
417,Rosario,AR,2021-10-06 14:12:45,-32.9468,-60.6393,64.94,61,20,1.99
418,Ibra,OM,2021-10-06 14:12:45,22.6906,58.5334,92.88,26,0,7.61
419,Energetik,RU,2021-10-06 14:12:46,51.7445,58.7934,41.56,55,37,4.65
420,Margate,GB,2021-10-06 14:12:46,51.3813,1.3862,63.97,65,81,5.01
421,Coolum Beach,AU,2021-10-06 14:12:46,-26.5333,153.1,59.34,93,0,0.96
422,Fortuna,US,2021-10-06 14:12:46,40.5982,-124.1573,49.42,50,1,4.61
423,Aripuana,BR,2021-10-06 14:12:47,-9.1667,-60.6333,90.45,52,97,0.85
424,Aykhal,RU,2021-10-06 14:12:47,66.0,111.5,25.14,93,100,20.87
425,Vidim,RU,2021-10-06 14:12:47,56.4088,103.1106,28.6,77,50,1.74
426,Desaguadero,PE,2021-10-06 14:12:47,-16.5656,-69.0417,46.02,70,94,0.81
427,Zhangye,CN,2021-10-06 14:12:48,38.9342,100.4517,59.76,36,93,7.0
428,Batemans Bay,AU,2021-10-06 14:12:48,-35.7167,150.1833,56.1,77,59,4.79
429,Belaya Gora,RU,2021-10-06 14:12:48,68.5333,146.4167,19.81,77,60,7.43
430,Port Shepstone,ZA,2021-10-06 14:12:49,-30.7414,30.455,66.87,79,100,15.26
431,Mkushi,ZM,2021-10-06 14:12:49,-13.6202,29.3939,86.5,24,11,10.69
432,Pasighat,IN,2021-10-06 14:12:49,28.0667,95.3333,76.17,89,1,3.13
433,Moravita,RO,2021-10-06 14:12:49,45.2558,21.2703,64.69,45,0,35.68
434,Natal,BR,2021-10-06 14:08:55,-5.795,-35.2094,88.45,58,75,16.11
435,Laguna De Perlas,NI,2021-10-06 14:12:50,12.3429,-83.6712,81.55,84,99,5.97
436,Creel,MX,2021-10-06 14:12:50,27.75,-107.6333,55.51,69,32,3.36
437,Byron Bay,AU,2021-10-06 14:12:50,-28.65,153.6167,59.88,73,0,4.43
438,Khandyga,RU,2021-10-06 14:12:50,62.6667,135.6,26.26,97,99,3.47
439,Tecoanapa,MX,2021-10-06 14:12:51,16.5167,-98.75,78.84,85,56,3.44
440,Cuyamel,HN,2021-10-06 14:12:51,15.6667,-88.2,80.62,87,35,4.76
441,Bay-Khaak,RU,2021-10-06 14:12:51,51.1667,94.5,41.22,48,100,2.44
442,Montrose,US,2021-10-06 14:12:51,38.4166,-108.2673,43.14,88,100,3.04
443,San Carlos,VE,2021-10-06 14:12:52,9.6612,-68.5827,85.06,63,99,4.45
444,Itubera,BR,2021-10-06 14:12:52,-13.7322,-39.1492,85.08,51,67,7.23
445,Roseburg,US,2021-10-06 14:12:52,43.2165,-123.3417,46.51,96,90,0.0
446,Usinsk,RU,2021-10-06 14:12:53,65.9939,57.5281,44.71,79,100,16.4
447,Clarence Town,AU,2021-10-06 14:12:53,-32.5833,151.7833,54.86,56,26,2.95
448,Canora,CA,2021-10-06 14:12:53,51.6333,-102.4343,48.22,33,100,5.99
449,Ixtapa,MX,2021-10-06 14:12:53,20.7,-105.2,80.22,94,75,3.44
450,Ahuimanu,US,2021-10-06 14:12:54,21.4447,-157.8378,78.51,73,40,9.22
451,Mae Ramat,TH,2021-10-06 14:12:54,16.984,98.5166,74.89,96,66,0.96
452,Havre-Saint-Pierre,CA,2021-10-06 14:12:54,50.2334,-63.5986,54.01,67,86,12.17
453,Sexsmith,CA,2021-10-06 14:12:54,55.35,-118.786,34.95,93,90,3.44
454,Eureka,US,2021-10-06 14:12:55,40.8021,-124.1637,49.68,98,96,6.93
455,Kodinsk,RU,2021-10-06 14:12:55,58.6881,99.1844,28.15,81,72,4.63
456,Barcelos,PT,2021-10-06 14:08:31,41.5388,-8.6151,78.69,46,3,4.59
457,Shadrinsk,RU,2021-10-06 14:12:55,56.0852,63.6335,43.47,64,54,5.99
458,Mastic Beach,US,2021-10-06 14:12:56,40.7668,-72.8521,66.13,78,90,4.0
459,Kieta,PG,2021-10-06 14:12:56,-6.2167,155.6333,78.46,85,43,2.46
460,Arman,RU,2021-10-06 14:12:56,59.7,150.1667,25.07,55,0,6.67
461,Channel-Port Aux Basques,CA,2021-10-06 14:12:56,47.5702,-59.1367,57.7,76,29,15.39
462,Boralday,KZ,2021-10-06 14:12:57,43.3578,76.8594,35.46,75,90,4.47
463,Kamenka,RU,2021-10-06 14:12:57,51.3223,42.7678,46.78,37,100,8.03
464,Nome,US,2021-10-06 14:12:57,64.5011,-165.4064,42.87,87,90,10.36
465,Yumen,CN,2021-10-06 14:12:58,40.2833,97.2,54.34,38,17,12.06
466,Fereydunshahr,IR,2021-10-06 14:12:58,32.941,50.121,61.38,28,62,12.1
467,Winnemucca,US,2021-10-06 14:12:58,40.973,-117.7357,58.1,45,20,3.44
468,Vila Franca Do Campo,PT,2021-10-06 14:12:58,37.7167,-25.4333,75.61,88,88,12.97
469,Saint Paul,US,2021-10-06 14:12:59,44.9444,-93.0933,61.75,93,40,1.01
470,Axim,GH,2021-10-06 14:12:59,4.8699,-2.2405,83.43,71,82,8.1
471,Roma,US,2021-10-06 14:09:55,43.2128,-75.4557,64.96,89,90,3.44
472,Ouahigouya,BF,2021-10-06 14:12:59,13.5828,-2.4216,102.6,16,2,11.97
473,Sirsa,IN,2021-10-06 14:12:59,29.5333,75.0167,87.15,37,0,5.03
474,Yulara,AU,2021-10-06 14:13:00,-25.2406,130.9889,70.07,31,44,21.18
475,Elizabeth City,US,2021-10-06 14:10:58,36.2946,-76.2511,77.05,95,40,1.01
476,Selma,US,2021-10-06 14:12:42,36.5708,-119.6121,60.85,71,40,3.44
477,Karasjok,NO,2021-10-06 14:13:00,69.4719,25.5112,51.91,75,100,7.43
478,Evensk,RU,2021-10-06 14:13:00,61.95,159.2333,26.85,55,100,8.14
479,George Town,MY,2021-10-06 14:09:05,5.4112,100.3354,78.89,92,20,0.0
480,Comodoro Rivadavia,AR,2021-10-06 14:13:01,-45.8667,-67.5,53.46,32,0,17.27
481,Batken,KG,2021-10-06 14:13:01,39.8333,71.0,43.52,68,65,1.7
482,San Cristobal,VE,2021-10-06 14:13:01,7.7669,-72.225,75.38,71,100,7.14
483,Mongo,TD,2021-10-06 14:13:02,12.1844,18.693,96.49,16,53,1.7
484,Andenes,NO,2021-10-06 14:13:02,69.3143,16.1194,47.07,81,75,3.44
485,Kongoussi,BF,2021-10-06 14:13:02,13.3258,-1.5347,102.94,15,10,12.48
486,Mezen,RU,2021-10-06 14:13:03,65.8522,44.24,48.78,72,100,10.36
487,Sorland,NO,2021-10-06 14:13:03,67.667,12.6934,48.27,87,75,13.8
488,Zaysan,KZ,2021-10-06 14:13:03,47.4667,84.8667,33.4,75,83,7.47
489,Ferrol,ES,2021-10-06 14:13:04,43.4832,-8.2369,73.65,67,28,8.7
490,Sakakah,SA,2021-10-06 14:13:04,29.9697,40.2064,92.57,14,0,8.08
491,Hirara,JP,2021-10-06 14:13:04,24.8,125.2833,83.1,79,12,18.3
492,Crateus,BR,2021-10-06 14:13:04,-5.1783,-40.6775,94.89,30,94,7.2
493,Zhob,PK,2021-10-06 14:13:05,31.3411,69.4481,81.18,17,8,3.36
494,Silopi,TR,2021-10-06 14:13:05,37.2497,42.4694,78.17,16,0,3.58
495,Saryozek,KZ,2021-10-06 14:13:05,44.3583,77.9753,32.45,59,79,6.8
496,Qafqafa,JO,2021-10-06 14:13:06,32.3483,35.9395,76.35,26,0,11.81
497,Mugur-Aksy,RU,2021-10-06 14:13:06,50.35,90.5,26.55,94,100,3.91
498,North Myrtle Beach,US,2021-10-06 14:13:06,33.816,-78.68,78.12,95,1,8.05
499,Banjar,ID,2021-10-06 14:13:06,-8.19,114.9675,78.66,88,15,8.05
500,Havre,FR,2021-10-06 14:13:07,49.5833,0.3333,63.57,67,75,18.41
501,Ambilobe,MG,2021-10-06 14:13:07,-13.2,49.05,80.78,57,100,8.88
502,Lokosovo,RU,2021-10-06 14:13:07,61.1333,74.8167,41.13,86,44,10.0
503,Agadir,MA,2021-10-06 14:13:08,30.4202,-9.5982,84.65,46,48,6.71
504,Nawalgarh,IN,2021-10-06 14:13:08,27.85,75.2667,87.48,46,68,1.28
505,Manamadurai,IN,2021-10-06 14:13:08,9.7,78.4833,84.9,83,76,13.89
506,Ayia Galini,GR,2021-10-06 14:13:09,35.1,24.6833,75.74,41,0,7.0
507,Inhambane,MZ,2021-10-06 14:13:09,-23.865,35.3833,76.98,73,40,11.5
508,Garoua,CM,2021-10-06 14:13:09,9.3,13.4,93.92,45,100,3.69
509,Sept-Iles,CA,2021-10-06 14:13:10,50.2001,-66.3821,58.05,71,44,5.01
510,Bentiu,SS,2021-10-06 14:13:10,9.2333,29.8333,90.57,46,55,0.09
511,Quelimane,MZ,2021-10-06 14:13:10,-17.8786,36.8883,81.43,57,2,10.2
512,Bagdarin,RU,2021-10-06 14:12:17,54.4333,113.6,29.23,96,84,2.82
513,Half Moon Bay,US,2021-10-06 14:13:10,37.4636,-122.4286,60.15,89,90,0.0
514,Vesyegonsk,RU,2021-10-06 14:13:11,58.664,37.2604,50.68,68,4,6.73
515,La Ronge,CA,2021-10-06 14:13:11,55.1001,-105.2842,42.24,60,9,9.71
516,Vostochnyy,RU,2021-10-06 14:13:11,55.8167,37.8667,53.87,54,19,5.97
517,Basco,PH,2021-10-06 14:13:12,20.4487,121.9702,83.93,77,84,18.03
518,Yanam,IN,2021-10-06 14:13:12,16.7333,82.2167,82.8,89,32,3.69
519,Odweyne,SO,2021-10-06 14:13:12,9.4092,45.064,87.35,31,79,9.17
520,Chauk,MM,2021-10-06 14:13:12,20.8833,94.8167,86.05,66,45,4.29
521,Parati,BR,2021-10-06 14:13:13,-23.2178,-44.7131,71.85,93,99,4.74
522,Mehamn,NO,2021-10-06 14:13:13,71.0357,27.8492,44.78,87,40,16.11
523,San Ignacio,BZ,2021-10-06 14:13:13,17.1561,-89.0714,77.38,86,68,1.1
524,Mujiayingzi,CN,2021-10-06 14:13:14,42.1167,118.7833,42.84,79,87,2.26
525,Jiblah,YE,2021-10-06 14:13:14,13.9216,44.1467,71.58,58,87,5.21
526,College,US,2021-10-06 14:13:14,64.8569,-147.8028,29.59,91,75,4.61
527,Scottsbluff,US,2021-10-06 14:09:49,41.8666,-103.6672,52.79,59,1,5.75
528,Ilhabela,BR,2021-10-06 14:13:14,-23.7781,-45.3581,69.13,91,99,9.04
529,Toora-Khem,RU,2021-10-06 14:13:15,52.4675,96.11,34.12,57,18,0.49
530,San Anselmo,US,2021-10-06 14:13:15,37.9747,-122.5616,59.95,90,1,1.99
531,Antsohihy,MG,2021-10-06 14:13:15,-14.8796,47.9875,83.97,51,61,12.84
532,Da Nang,VN,2021-10-06 14:08:21,16.0678,108.2208,80.58,78,75,6.91
533,Andahuaylas,PE,2021-10-06 14:13:16,-13.6556,-73.3872,53.69,93,90,16.11
534,Beloha,MG,2021-10-06 14:13:16,-25.1667,45.05,71.24,48,0,14.54
535,Burley,US,2021-10-06 14:13:16,42.5357,-113.7928,57.16,58,1,13.8
536,Griffith,US,2021-10-06 14:13:16,41.5284,-87.4237,66.13,93,90,1.01
537,Nicoya,CR,2021-10-06 14:13:17,10.1483,-85.452,80.15,82,85,2.33
538,Bobo Dioulasso,BF,2021-10-06 14:13:17,11.1771,-4.2979,93.76,37,4,5.84
539,Melbu,NO,2021-10-06 14:13:17,68.5044,14.8297,51.31,87,75,6.91
540,Nador,MA,2021-10-06 14:13:18,35.174,-2.9287,71.85,68,0,5.75
541,Ugoofaaru,MV,2021-10-06 14:13:18,5.6667,73.0,82.83,80,100,15.17
542,Bara,NG,2021-10-06 14:13:18,10.3744,10.7288,95.65,32,79,2.73
543,Taltal,CL,2021-10-06 14:13:18,-25.4,-70.4833,64.08,63,86,5.79
544,Zhezkazgan,KZ,2021-10-06 14:13:19,47.8043,67.7144,36.64,46,25,13.98
545,Novyy Urengoy,RU,2021-10-06 14:13:19,66.0833,76.6333,41.27,83,37,19.73
546,Hunfeld,DE,2021-10-06 14:13:19,50.6797,9.7673,56.79,88,63,14.03
547,Arrecife,ES,2021-10-06 14:13:20,28.963,-13.5477,80.58,57,20,8.05
548,Port Moresby,PG,2021-10-06 14:13:20,-9.4431,147.1797,76.71,91,100,6.11
549,Santa Isabel Do Rio Negro,BR,2021-10-06 14:13:20,-0.4139,-65.0192,85.71,73,54,2.3
